"name","link","genes","ghits","mhits","mthits"
"Cardiac Progenitor Differentiation","http://wikipathways.org/instance/WP2406","6657,4208,6656,3084,4851,649,9241,389421,3479,3624,3481,2247,4920,7852,3630,1482,132625,89780,145873,7137,3791,3815,22943,55897,7070,70,4838,64321,4684,1432,2932,2626,5080,79727,57057,7139,4633,7040,5460,3170,83881,3670,140885,5156,652,6331,290,79923,6862,4624,91807,50805,6910","","","hsa-miR-145-5p,hsa-miR-126-3p,hsa-miR-522-3p,hsa-miR-34c-5p,hsa-miR-34a-5p,hsa-miR-34b-3p,hsa-miR-140-5p,hsa-miR-429,hsa-miR-128-3p,hsa-miR-122-5p,hsa-miR-21-5p,hsa-miR-223-3p,hsa-miR-26b-5p,hsa-miR-92a-3p,hsa-let-7c-5p,hsa-let-7b-5p,hsa-miR-335-5p,hsa-miR-124-3p,hsa-miR-449a,hsa-miR-27b-3p,hsa-miR-24-3p,hsa-miR-23b-3p,hsa-miR-30a-5p,hsa-miR-326,hsa-miR-129-5p,hsa-miR-144-3p,hsa-miR-10b-5p,hsa-miR-181a-5p,hsa-miR-29b-3p,hsa-miR-125b-5p,hsa-miR-151a-3p,hsa-miR-196a-5p,hsa-let-7d-5p,hsa-miR-484,hsa-miR-125a-5p,hsa-miR-15b-5p,hsa-miR-100-5p,hsa-miR-27a-3p,hsa-miR-148b-3p,hsa-miR-31-3p,hsa-let-7a-5p,hsa-miR-150-5p,hsa-miR-615-5p,hsa-miR-877-5p,hsa-miR-93-5p,hsa-miR-16-5p,hsa-miR-503-5p,hsa-miR-155-5p,hsa-miR-186-5p,hsa-miR-215-5p,hsa-miR-192-5p,hsa-miR-103a-3p,hsa-miR-32-5p,hsa-let-7f-5p,hsa-miR-146a-5p,hsa-miR-224-5p,hsa-miR-615-3p,hsa-miR-324-5p,hsa-miR-26a-5p,hsa-miR-15a-5p,hsa-miR-132-3p,hsa-miR-142-3p,hsa-miR-375,hsa-miR-200b-3p,hsa-miR-19b-1-5p,hsa-miR-222-3p,hsa-miR-221-3p,hsa-miR-146b-5p,hsa-miR-181c-5p,hsa-miR-29a-3p,hsa-miR-31-5p,hsa-miR-1,hsa-miR-210-3p,hsa-miR-141-3p,hsa-miR-200a-3p,hsa-miR-877-3p,hsa-miR-425-5p,hsa-miR-99a-5p,hsa-miR-633,hsa-miR-744-5p,hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-106a-5p,hsa-miR-181a-3p,hsa-miR-320a,hsa-miR-98-5p"
"Felbamate Metabolism","http://wikipathways.org/instance/WP2816","1571,1576","","","hsa-miR-335-5p,hsa-miR-132-3p,hsa-miR-488-3p,hsa-miR-488-5p,hsa-miR-27b-3p"
"Polyol Pathway","http://wikipathways.org/instance/WP690","229,231,3795,6652","","","hsa-miR-124-3p,hsa-miR-378a-3p,hsa-miR-34a-5p,hsa-miR-1226-3p,hsa-miR-342-5p,hsa-miR-375,hsa-miR-26b-5p,hsa-miR-98-5p,hsa-miR-484,hsa-miR-10a-5p"
"Differentiation of white and brown adipocyte   ","http://wikipathways.org/instance/WP2895","10205,1149,10891,56301,1050,1051,1054,23090,4090,4093,7545,63976,3224,3225,9370,652,650,5468,655,27129,133522,51316,3952,4086,253738","","","hsa-miR-148b-3p,hsa-miR-23a-3p,hsa-miR-335-5p,hsa-miR-98-5p,hsa-miR-421,hsa-miR-425-3p,hsa-miR-378a-5p,hsa-let-7b-5p,hsa-miR-1,hsa-miR-124-3p,hsa-miR-138-5p,hsa-miR-1226-3p,hsa-miR-744-5p,hsa-miR-193a-5p,hsa-miR-125b-5p,hsa-miR-155-5p,hsa-miR-34a-5p,hsa-miR-423-5p,hsa-miR-361-5p,hsa-miR-33a-5p,hsa-miR-652-3p,hsa-miR-186-5p,hsa-miR-26b-5p,hsa-miR-17-3p,kshv-miR-K12-11-3p,hsa-miR-130a-3p,hsa-miR-16-5p,hsa-miR-106b-5p,hsa-miR-133b,hsa-miR-133a-3p,hsa-miR-96-5p,hsa-miR-615-3p,hsa-miR-346,hsa-miR-221-3p,hsa-miR-196a-5p,hsa-miR-196b-5p,hsa-miR-130b-3p,hsa-miR-148a-3p,hsa-miR-19b-3p,hsa-miR-26a-5p,hsa-miR-20b-5p,hsa-miR-27b-3p,hsa-miR-215-5p,hsa-miR-192-5p,hsa-miR-22-3p,hsa-miR-342-3p,hsa-miR-193b-3p,hsa-miR-484,hsa-miR-23b-3p,hsa-miR-3687,hsa-miR-30d-5p,hsa-miR-30c-5p,hsa-miR-30a-5p,hsa-miR-30b-5p"
"Metapathway biotransformation","http://wikipathways.org/instance/WP702","9348,22977,64090,8534,1109,79807,1577,54490,1312,285440,1573,391365,1576,1580,1581,1582,3340,2950,1583,2953,2952,2954,9653,8529,2329,29785,100287413,6783,26151,55226,9446,574537,1589,221357,1588,2326,1586,2327,1585,2328,1584,2940,1593,56548,1594,1591,1592,80218,2944,10720,79690,7881,92292,2941,2330,2948,7172,2947,2946,9,10164,79799,4837,25830,2949,9435,442038,64711,1595,10327,79829,373156,9027,51302,27284,122830,9196,1646,1645,10941,83539,64816,9420,6819,54600,6818,6817,57404,10,260293,2053,89792,10858,1572,9514,1571,570,2052,8574,10249,6820,339983,6822,27233,100505828,8644,55501,90161,1562,100526830,1565,9957,9956,9394,9955,64579,100507331,445329,4258,4257,57834,4259,51126,101060714,1559,340665,1557,9486,231,1558,51471,101060798,1555,1553,4166,54657,54658,1551,56603,54659,113612,54575,8514,54577,54578,2936,2937,101060372,54579,64377,339761,1549,199974,66002,2877,2878,3176,9951,2879,9953,57016,4051,1543,1544,1545,126410,653689,100861540,8509,266722,113189,50515,54905,219970,23563,6718,57106,166012,119391,6799,120227,7364,9469,7363,7367","","","hsa-miR-335-5p,hsa-miR-148b-3p,hsa-miR-132-3p,hsa-miR-16-5p,hsa-miR-192-5p,hsa-miR-21-5p,hsa-miR-92a-3p,hsa-let-7b-5p,hsa-miR-27b-3p,hsa-miR-122-5p,hsa-miR-422a,hsa-miR-10a-5p,hsa-miR-375,hsa-miR-296-3p,hsa-miR-193b-3p,hsa-miR-484,hsa-miR-331-3p,hsa-let-7e-5p,hsa-miR-513a-3p,hsa-miR-133a-3p,hsa-miR-26b-5p,hsa-miR-124-3p,hsa-miR-1,hsa-miR-199a-5p,hsa-miR-103a-2-5p,hsa-miR-149-5p,hsa-miR-197-3p,hsa-let-7f-5p,hsa-miR-106a-5p,hsa-miR-19b-3p,hsa-miR-320a,hsa-miR-31-5p,hsa-miR-125b-5p,hsa-miR-215-5p,hsa-miR-155-5p,hsa-miR-1229-3p,hsa-miR-185-5p,hsa-miR-92b-3p,hsa-miR-181a-5p,hsa-miR-25-3p,hsa-miR-98-5p,hsa-miR-34a-5p,hsa-miR-15b-5p,hsa-miR-186-5p,hsa-miR-196a-5p,hsa-miR-9-5p,hsa-miR-590-3p,hsa-miR-130b-3p,hsa-miR-93-5p,hsa-miR-183-5p,hsa-miR-7-5p,hsa-miR-18a-3p,hsa-miR-631,hsa-miR-24-3p,hsa-miR-488-3p,hsa-miR-488-5p,hsa-miR-20a-5p,hsa-miR-1301-3p,hsa-miR-615-3p,hsa-miR-17-5p,hsa-miR-152-3p,hsa-miR-30a-5p,hsa-miR-340-3p,hsa-miR-96-5p,hsa-miR-652-3p,hsa-let-7d-5p,hsa-miR-1226-3p,hsa-miR-342-5p,hsa-miR-103a-3p,hsa-miR-107,hsa-let-7c-5p,hsa-miR-744-5p,hsa-miR-17-3p,hsa-miR-145-5p,hsa-miR-340-5p,hsa-miR-221-3p,hsa-let-7a-5p,hsa-miR-142-3p"
"Serotonin Receptor 2 and ELK-SRF/GATA4 signaling","http://wikipathways.org/instance/WP732","6722,3265,5605,2005,5894,2002,3708,5604,9261,3845,2776,5923,2626,3356,3358,4893,3357,5595,10125,5594","","","hsa-miR-122-5p,hsa-miR-1,hsa-miR-26b-5p,hsa-miR-18a-3p,hsa-miR-484,hsa-miR-324-3p,hsa-miR-331-3p,hsa-miR-320a,hsa-miR-92a-3p,hsa-miR-181d-5p,hsa-let-7a-5p,hsa-miR-143-3p,hsa-miR-181a-5p,hsa-miR-615-3p,hsa-miR-7-5p,hsa-let-7b-5p,hsa-miR-125b-5p,hsa-miR-186-5p,hsa-miR-23b-3p,hsa-miR-424-5p,hsa-miR-335-5p,hsa-miR-340-5p,hsa-miR-128-3p,hsa-miR-32-5p,hsa-miR-34a-5p,hsa-miR-1826,hsa-miR-497-5p,hsa-miR-101-3p,hsa-miR-93-3p,hsa-miR-30c-5p,hsa-miR-124-3p,hsa-miR-1229-3p,hsa-miR-193b-3p,hsa-miR-324-5p,hsa-miR-126-3p,hsa-let-7g-5p,hsa-miR-217,hsa-miR-622,hsa-miR-181c-5p,hsa-miR-155-5p,hsa-miR-96-5p,hsa-miR-142-3p,hsa-miR-21-5p,hsa-miR-200b-3p,hsa-miR-22-3p,hsa-miR-20a-5p,hsa-let-7c-5p,hsa-miR-145-5p,hsa-miR-148b-3p,hsa-miR-98-5p,hsa-miR-877-3p,hsa-miR-483-5p,hsa-miR-320b,hsa-miR-423-3p,hsa-miR-28-5p,hsa-miR-199a-3p,hsa-miR-30a-5p,hsa-miR-766-3p,hsa-miR-769-5p,hsa-miR-92b-3p,hsa-miR-15b-5p"
"Estrogen Receptor Pathway","http://wikipathways.org/instance/WP2881","3725,5166,6774,5105,2099,6667,57678,5465,51,8431,1543,1544,1545","","","hsa-miR-16-5p,hsa-miR-15a-5p,hsa-miR-155-5p,hsa-miR-30a-5p,hsa-miR-29c-3p,hsa-miR-101-3p,hsa-miR-26b-5p,hsa-miR-342-3p,hsa-miR-149-5p,hsa-miR-93-5p,hsa-miR-335-5p,hsa-miR-103a-3p,hsa-miR-20b-5p,hsa-miR-125b-5p,hsa-miR-337-3p,hsa-miR-21-5p,hsa-miR-92a-3p,hsa-miR-20a-5p,hsa-let-7e-5p,hsa-miR-26a-5p,hsa-miR-302c-3p,hsa-miR-206,hsa-miR-193b-3p,hsa-miR-18b-5p,hsa-miR-18a-5p,hsa-miR-22-3p,hsa-miR-19a-3p,hsa-miR-29b-3p,hsa-miR-19b-3p,hsa-miR-221-3p,hsa-miR-222-3p,hsa-miR-130a-3p,hsa-miR-27a-3p,hsa-miR-124-3p,hsa-miR-218-5p,hsa-miR-1,hsa-miR-133a-3p,hsa-miR-625-5p,hsa-miR-99b-5p,hsa-miR-186-5p,hsa-miR-125a-5p,hsa-let-7f-5p,hsa-let-7b-5p,hsa-let-7a-5p,hsa-miR-128-3p,hsa-miR-1274a,hsa-miR-484,hsa-miR-519d-3p,hsa-miR-10b-5p,hsa-miR-141-3p,hsa-miR-92b-5p,hsa-miR-615-3p,hsa-miR-24-3p,hsa-miR-296-3p,hsa-miR-27b-3p,hsa-miR-340-5p"
"Urea cycle and metabolism of amino groups","http://wikipathways.org/instance/WP497","1158,6723,95,1373,65263,383,384,2593,2628,2746,5009,5831,435,445,5832,6611,162417,1152,4942,4953","","","hsa-miR-7-5p,hsa-miR-744-5p,hsa-miR-455-3p,hsa-miR-423-5p,hsa-miR-320a,hsa-miR-17-5p,hsa-let-7b-5p,hsa-miR-1,hsa-miR-30a-5p,hsa-miR-16-5p,hsa-miR-155-5p,hsa-miR-215-5p,hsa-miR-192-5p,hsa-miR-93-3p,hsa-miR-193b-3p,hsa-miR-185-5p,hsa-miR-99a-5p,hsa-miR-26b-5p,hsa-miR-34a-5p,hsa-miR-940,hsa-let-7e-5p,hsa-miR-324-5p,hsa-miR-92a-3p,hsa-miR-25-3p,hsa-miR-124-3p,hsa-miR-20a-5p,hsa-miR-7-1-3p,hsa-miR-324-3p,hsa-miR-149-5p,hsa-miR-935,hsa-miR-196b-5p,hsa-miR-346,hsa-miR-1260b,hsa-miR-99b-5p,hsa-miR-196a-5p,hsa-miR-100-5p,hsa-miR-15a-5p"
"Pathogenic Escherichia coli infection","http://wikipathways.org/instance/WP2272","7846,5578,3875,7454,9076,10382,10383,10381,387,6093,2017,7280,8976,100506658,23643,25,10376,10093,929,10092,3688,10095,10094,71,10109,4691,643224,113457,4690,10971,7100,347733,79861,1499,7278,347688,51807,7277,8440,84790,60,9475,81027,3059,100996253,7430,9181,10552,7099,81873,84617,7534,203068,2534,998,999,112714","","","hsa-miR-30a-3p,hsa-miR-124-3p,hsa-miR-877-3p,hsa-miR-744-5p,hsa-miR-615-3p,hsa-miR-324-5p,hsa-miR-10a-5p,hsa-miR-16-5p,mmu-miR-24-2-5p,hsa-miR-375,hsa-miR-505-3p,hsa-miR-193b-3p,hsa-miR-92a-3p,hsa-miR-17-3p,hsa-miR-122-5p,hsa-miR-26b-5p,hsa-miR-155-5p,hsa-miR-335-5p,hsa-miR-29b-3p,hsa-miR-1226-3p,hsa-miR-30a-5p,hsa-miR-331-3p,hsa-miR-365a-3p,hsa-miR-301a-3p,hsa-miR-106b-5p,hsa-miR-186-5p,hsa-miR-128-3p,hsa-miR-25-3p,hsa-miR-17-5p,hsa-let-7e-5p,hsa-miR-200c-3p,hsa-miR-340-5p,hsa-miR-31-5p,hsa-miR-185-5p,hsa-miR-31-3p,hsa-miR-320c,hsa-miR-146b-5p,hsa-miR-221-3p,hsa-miR-146a-5p,hsa-miR-584-5p,hsa-miR-1280,hsa-miR-148b-3p,hsa-miR-1,hsa-miR-34a-5p,hsa-miR-484,hsa-let-7b-5p,hsa-miR-203a,hsa-miR-29a-3p,hsa-miR-342-3p,hsa-miR-149-5p,hsa-miR-125b-5p,hsa-miR-1229-3p,hsa-miR-760,hsa-miR-877-5p,hsa-miR-505-5p,hsa-miR-296-3p,hsa-miR-140-3p,hsa-miR-421,hsa-miR-652-3p,hsa-miR-320a,hsa-miR-182-5p,hsa-miR-10b-5p,hsa-miR-196a-5p,hsa-miR-107,hsa-miR-3934-5p,hsa-miR-22-3p,hsa-miR-125a-5p,hsa-miR-133a-3p,hsa-miR-183-5p,hsa-miR-215-5p,hsa-miR-192-5p,hsa-miR-9-3p,hsa-miR-769-5p,hsa-miR-1307-3p,hsa-miR-1180-3p,hsa-miR-1227-3p,hsa-miR-935,hsa-miR-423-5p,hsa-miR-99b-3p,hsa-miR-769-3p,hsa-miR-326,hsa-miR-361-5p,hsa-miR-99b-5p,hsa-miR-222-3p,hsa-miR-197-3p,hsa-miR-93-5p,hsa-miR-20a-5p,hsa-miR-598-3p,hsa-miR-92b-3p,hsa-miR-214-3p,hsa-miR-1910-5p,hsa-miR-424-5p,hsa-miR-423-3p,hsa-miR-328-3p,hsa-let-7f-5p,hsa-miR-142-3p,hsa-miR-200a-3p,hsa-miR-1826,hsa-miR-532-3p,hsa-miR-940,hsa-miR-644a,hsa-miR-1303,hsa-miR-1295a,hsa-miR-455-3p,hsa-miR-93-3p,hsa-miR-378a-3p,hsa-miR-100-5p,hsa-let-7c-5p,hsa-let-7a-5p,hsa-miR-3176,hsa-miR-138-5p,hsa-miR-204-5p,hsa-miR-18a-5p,hsa-miR-96-5p,hsa-miR-1274a,hsa-let-7i-5p,hsa-miR-21-5p,hsa-miR-340-3p,hsa-miR-320b,hsa-miR-708-5p,hsa-miR-92a-1-5p,hsa-miR-18a-3p,hsa-miR-196b-5p,hsa-miR-324-3p,hsa-miR-330-3p,hsa-miR-224-5p,hsa-miR-29c-3p,hsa-miR-137,hsa-miR-216a-5p,hsa-miR-608,hsa-miR-195-5p,hsa-miR-9-5p,hsa-miR-30c-5p"
"Vitamin A and Carotenoid Metabolism","http://wikipathways.org/instance/WP716","8694,5950,6121,4023,1571,6017,216,5915,116362,54884,5916,5914,145226,83875,9227,6820,949,50700,9249,948,5948,5947,220,195814,8854,127,124,6257,1382,53630,6258,6256,6817,1381,5959,157506,1592,158835,64240,29881,64241,5594,56603","","","hsa-miR-125b-5p,hsa-miR-26b-5p,hsa-miR-484,hsa-miR-183-5p,hsa-miR-335-5p,hsa-miR-32-5p,hsa-miR-155-5p,hsa-miR-138-5p,hsa-miR-29a-3p,hsa-miR-148b-3p,hsa-let-7b-5p,hsa-miR-132-3p,hsa-miR-488-3p,hsa-miR-488-5p,hsa-miR-16-2-3p,hsa-miR-215-5p,hsa-miR-192-5p,hsa-miR-30a-5p,hsa-miR-182-5p,hsa-miR-124-3p,hsa-miR-320c,hsa-miR-125a-5p,hsa-miR-218-5p,hsa-miR-615-3p,hsa-miR-185-5p,hsa-miR-96-5p,hsa-miR-223-3p,hsa-miR-877-3p,hsa-miR-324-5p,hsa-miR-92a-3p,hsa-miR-9-5p,hsa-miR-7-5p,hsa-miR-193b-3p,hsa-miR-10a-5p,hsa-miR-197-3p,hsa-miR-346,hsa-miR-375,hsa-miR-423-3p,hsa-miR-631,hsa-miR-196a-5p,hsa-miR-28-5p,hsa-miR-199a-3p,hsa-miR-320a,hsa-miR-766-3p,hsa-miR-769-5p,hsa-miR-92b-3p,hsa-miR-15b-5p,hsa-miR-103a-3p,hsa-miR-16-5p"
"Monoamine Transport","http://wikipathways.org/instance/WP727","10066,135,1432,6804,11255,114907,7124,7249,7041,5516,43,3553,3554,1621,60482,4842,3690,6853,6999,4982,6529,273,995,183,6531,6530,10497,6532,5934,121278,7054,5819","","","hsa-miR-130b-3p,hsa-miR-124-3p,hsa-miR-7-5p,hsa-miR-744-5p,hsa-miR-23a-3p,hsa-miR-141-3p,hsa-miR-200a-3p,hsa-miR-24-3p,hsa-miR-125b-5p,hsa-miR-34a-5p,hsa-miR-335-5p,hsa-miR-26b-5p,hsa-miR-203a,hsa-miR-296-3p,hsa-miR-17-5p,hsa-miR-425-5p,hsa-miR-421,hsa-miR-204-5p,hsa-miR-21-5p,hsa-miR-197-3p,hsa-miR-215-5p,hsa-miR-192-5p,hsa-let-7a-5p,hsa-miR-30c-5p,hsa-miR-98-5p,hsa-let-7b-5p,hsa-miR-221-3p,hsa-miR-375,hsa-miR-92a-3p,kshv-miR-K12-4-5p,hsa-miR-20a-5p,hsa-miR-106b-5p,hsa-miR-320a"
"Initiation of transcription and translation elongation at the HIV-1 LTR","http://wikipathways.org/instance/WP3414","4776,6829,51497,25920,2033,4775,5970,6827,8841,5535,1025,55869,5533,5534,10014,100302242,100126332,7469,1387,10614,51564,9734,9759,6667,5532,5530,7936,904,3065,3066,4773,4772,4790,4792","100302242,100126332","hsa-mir-1236,hsa-mir-943","hsa-miR-155-5p,hsa-miR-34a-5p,hsa-miR-26b-5p,hsa-miR-1229-3p,hsa-miR-935,hsa-miR-93-3p,hsa-miR-92b-3p,hsa-miR-484,hsa-miR-324-3p,hsa-miR-149-5p,hsa-miR-92a-3p,hsa-miR-16-5p,hsa-miR-1,hsa-miR-375,hsa-miR-98-5p,hsa-miR-877-3p,hsa-miR-324-5p,hsa-miR-200c-3p,hsa-miR-200b-3p,hsa-miR-429,hsa-miR-182-5p,hsa-miR-194-5p,hsa-miR-374a-5p,hsa-miR-150-5p,hsa-miR-9-5p,hsa-miR-130b-5p,hsa-miR-615-3p,hsa-miR-181d-5p,hsa-miR-193b-3p,hsa-miR-140-5p,hsa-miR-23b-3p,hsa-miR-181b-5p,hsa-miR-30c-5p,hsa-miR-30a-3p,hsa-miR-25-3p,hsa-let-7b-5p,hsa-miR-361-3p,hsa-miR-373-3p,hsa-miR-124-3p,hsa-miR-7-5p,hsa-miR-96-5p,hsa-miR-30e-5p,hsa-miR-320a,hsa-let-7e-5p,hsa-miR-335-5p,hsa-miR-532-3p,hsa-miR-449a,hsa-miR-30a-5p,hsa-miR-183-5p,hsa-miR-24-3p,hsa-let-7a-5p,hsa-miR-1301-3p,hsa-miR-769-5p,hsa-miR-125b-5p,hsa-miR-100-5p,hsa-miR-503-5p,hsa-miR-222-3p,hsa-miR-20a-5p,hsa-miR-17-3p,hsa-miR-17-5p,hsa-miR-29b-3p,hsa-miR-22-3p,hsa-miR-21-5p,hsa-miR-27a-3p,hsa-miR-218-5p,hsa-miR-133a-3p,hsa-miR-625-5p,hsa-miR-99b-5p,hsa-miR-186-5p,hsa-miR-125a-5p,hsa-let-7f-5p,hsa-miR-10b-5p,hsa-miR-145-5p,hsa-miR-877-5p,hsa-miR-628-5p,hsa-miR-27b-3p,hsa-miR-198,hsa-miR-449b-5p,hsa-miR-671-5p,hsa-miR-184,hsa-miR-146a-5p,hsa-miR-146b-5p,hsa-miR-15a-5p,mmu-miR-210-3p,kshv-miR-K12-1-5p,hsa-miR-30e-3p"
"PDGF Pathway","http://wikipathways.org/instance/WP2526","3725,6722,3265,5599,1147,5781,6774,5894,6464,6772,2002,6416,387,4513,5159,6714,5154,8976,5155,4214,5321,23647,5604,7409,5058,3716,5921,7410,5335,2885,7074,5595,2353,4792,5879,5295,998,6654,5594","","","hsa-miR-16-5p,hsa-miR-15a-5p,hsa-miR-155-5p,hsa-miR-30a-5p,hsa-miR-29c-3p,hsa-miR-101-3p,hsa-miR-26b-5p,hsa-miR-342-3p,hsa-miR-149-5p,hsa-miR-93-5p,hsa-miR-122-5p,hsa-miR-1,hsa-miR-18a-3p,hsa-miR-484,hsa-miR-324-3p,hsa-miR-331-3p,hsa-miR-320a,hsa-miR-92a-3p,hsa-miR-181d-5p,hsa-let-7a-5p,hsa-miR-143-3p,hsa-miR-181a-5p,hsa-miR-615-3p,hsa-miR-214-3p,hsa-miR-421,hsa-miR-193b-3p,hsa-miR-125a-5p,hsa-miR-140-3p,hsa-miR-10a-5p,hsa-miR-33a-5p,hsa-miR-877-5p,hsa-miR-223-3p,hsa-miR-23b-3p,hsa-miR-195-5p,hsa-miR-489-3p,hsa-miR-23a-3p,hsa-miR-124-3p,hsa-miR-218-5p,hsa-miR-130b-5p,hsa-miR-183-5p,hsa-miR-20b-5p,hsa-miR-125b-5p,hsa-miR-337-3p,hsa-miR-21-5p,hsa-miR-20a-5p,hsa-let-7e-5p,hsa-miR-7-5p,hsa-miR-186-5p,hsa-miR-429,hsa-miR-200a-3p,hsa-miR-200c-3p,hsa-miR-141-3p,hsa-miR-200b-3p,hsa-miR-30b-5p,hsa-miR-145-5p,hsa-miR-146a-5p,hsa-miR-34a-5p,hsa-miR-375,hsa-miR-15b-5p,hsa-miR-31-5p,hsa-miR-185-5p,hsa-miR-31-3p,hsa-miR-320c,hsa-miR-146b-5p,hsa-miR-221-3p,hsa-miR-1908-5p,hsa-miR-744-5p,hsa-miR-296-3p,hsa-miR-652-3p,hsa-miR-100-5p,hsa-miR-99a-5p,hsa-miR-17-5p,hsa-let-7c-5p,hsa-let-7b-5p,hsa-miR-3934-5p,hsa-miR-224-5p,hsa-miR-205-5p,hsa-let-7d-5p,hsa-miR-146b-3p,hsa-miR-192-5p,hsa-miR-423-3p,hsa-let-7g-5p,hsa-miR-449c-5p,hsa-miR-424-5p,hsa-miR-1826,hsa-miR-497-5p,hsa-miR-128-3p,hsa-miR-93-3p,hsa-miR-30c-5p,hsa-miR-377-3p,mmu-miR-465a-5p,hsa-miR-423-5p,hsa-miR-106b-5p,hsa-miR-335-5p,hsa-miR-132-3p,hsa-miR-26a-5p,hsa-miR-877-3p,hsa-miR-1914-3p,hsa-miR-744-3p,hsa-miR-433-3p,hsa-miR-378a-3p,hsa-miR-92b-3p,hsa-miR-769-3p,hsa-miR-483-5p,hsa-miR-320b,hsa-miR-222-3p,hsa-miR-139-5p,hsa-miR-29b-3p,hsa-miR-215-5p,kshv-miR-K12-1-5p,hsa-miR-30e-3p,hsa-miR-24-3p,hsa-miR-142-3p,rno-miR-194-5p,hsa-miR-194-5p,hsa-miR-29a-3p,hsa-miR-376a-3p,hsa-miR-137,hsa-miR-216a-5p,hsa-miR-330-3p,hsa-miR-608,hsa-miR-28-5p,hsa-miR-199a-3p,hsa-miR-766-3p,hsa-miR-769-5p"
"TarBasePathway","http://wikipathways.org/instance/WP1992","6722,406905,406923,442890,7114,406904,9759,3479,2078,3753,2697,610,3784,10021,406922,3759,58155,9464","406923,442890,406904,406922","hsa-mir-133a-2,hsa-mir-133b,hsa-mir-1-1,hsa-mir-133a-1","hsa-miR-122-5p,hsa-miR-1,hsa-miR-26b-5p,hsa-miR-18a-3p,hsa-miR-484,hsa-miR-324-3p,hsa-miR-331-3p,hsa-miR-320a,hsa-miR-92a-3p,hsa-miR-29b-3p,hsa-miR-140-5p,hsa-miR-22-3p,hsa-miR-30c-5p,hsa-miR-27a-3p,hsa-miR-145-5p,hsa-miR-133b,hsa-miR-361-3p,hsa-miR-206,hsa-miR-342-3p,hsa-miR-23b-3p,hsa-miR-133a-3p,hsa-miR-124-3p,hsa-miR-192-5p,hsa-miR-212-3p,hsa-miR-215-5p"
"Gastric acid production","http://wikipathways.org/instance/WP2596","7432,885,4588,2922,6343,2520,2694","","","hsa-miR-335-5p"
"mir34a and TGIF2 in osteoclastogenesis","http://wikipathways.org/instance/WP2866","60436,407040","407040","hsa-mir-34a","hsa-miR-148a-3p,hsa-miR-30c-5p,hsa-miR-181a-5p,hsa-miR-101-3p,hsa-miR-149-3p,hsa-miR-1260b"
"Peptide GPCRs","http://wikipathways.org/instance/WP24","255061,5021,643,6870,10396,7253,6869,5540,1524,6865,7852,680,886,3579,887,3577,4923,4829,4157,4159,4158,4888,4889,4886,4887,1232,1909,1233,10663,1234,1235,1236,729220,1237,4160,4161,7201,6752,6753,1910,2359,6751,2358,2357,1230,8484,728,4987,4988,4985,623,8811,4986,10803,729230,554,624,552,553,2833,100996758,2925,23620,2798,2693,2826,719,2492,3973,185,186,2587,6755,6754,2532","","","hsa-miR-335-5p,hsa-miR-1,hsa-miR-128-3p,hsa-miR-181a-5p,hsa-miR-146a-5p,hsa-miR-224-5p,hsa-miR-150-5p,hsa-miR-26b-5p,hsa-miR-148b-3p,hsa-miR-148a-3p,hsa-miR-203a,hsa-miR-27b-3p,hsa-miR-200c-3p,hsa-miR-877-5p,hsa-miR-21-5p,hsa-miR-744-5p,hsa-miR-124-3p,hsa-miR-106b-5p,hsa-miR-155-5p,hsa-miR-744-3p,hsa-miR-17-3p,hsa-miR-320a,hsa-miR-142-3p"
"SRF and miRs in Smooth Muscle Differentiation and Proliferation","http://wikipathways.org/instance/WP1991","4208,406937,6722,4209,406923,406935,406976,4205,2002,817,406996,100271849,100422882,93649,9314,894,406922,1482","406937,406923,406935,406976,406996,406922","hsa-mir-145,hsa-mir-133a-2,hsa-mir-143,hsa-mir-199a-1,hsa-mir-214,hsa-mir-133a-1","hsa-miR-223-3p,hsa-miR-21-5p,hsa-miR-26b-5p,hsa-miR-92a-3p,hsa-let-7c-5p,hsa-let-7b-5p,hsa-miR-122-5p,hsa-miR-1,hsa-miR-18a-3p,hsa-miR-484,hsa-miR-324-3p,hsa-miR-331-3p,hsa-miR-320a,hsa-miR-20a-5p,hsa-miR-17-5p,hsa-miR-99a-5p,hsa-miR-19b-3p,hsa-miR-877-5p,hsa-let-7f-5p,hsa-miR-335-5p,hsa-miR-155-5p,hsa-miR-132-3p,hsa-miR-30a-3p,hsa-miR-186-5p,hsa-miR-7-5p,hsa-let-7a-5p,hsa-miR-145-5p,hsa-miR-10b-5p,hsa-miR-25-3p,hsa-miR-135b-5p,hsa-miR-130a-3p,hsa-miR-103a-3p,hsa-miR-107,hsa-miR-128-3p,hsa-miR-124-3p,hsa-miR-30b-5p,hsa-miR-26a-5p,hsa-miR-15a-5p,hsa-miR-16-5p,hsa-miR-302b-3p,hsa-miR-302d-3p,hsa-miR-106b-5p,hsa-miR-182-5p,hsa-miR-206,hsa-miR-196a-5p,hsa-miR-877-3p,hsa-miR-423-5p,hsa-miR-615-3p,hsa-miR-342-3p,hsa-miR-378a-3p,hsa-miR-301a-3p,hsa-miR-324-5p"
